Bar0, 89.95983935742971
Bar1, 110.20080321285141
Bar2, 114.05622489959839
Bar3, 114.05622489959839
Bar4, 114.05622489959839
Bar5, 114.05622489959839
Bar6, 114.05622489959839
Bar7, 114.05622489959839
Bar8, 114.05622489959839
Bar9, 119.83935742971892
Bar10, 123.37349397590361
Bar11, 123.37349397590361
Bar12, 123.6947791164659
Bar13, 128.5140562248996
Bar14, 128.5140562248996
Bar15, 128.5140562248996
Bar16, 128.5140562248996
Bar17, 133.33333333333334
Bar18, 133.33333333333334
Bar19, 133.33333333333334
Bar20, 133.33333333333334
Bar21, 136.8674698795181
Bar22, 136.8674698795181
Bar23, 141.6867469879518
Bar24, 141.6867469879518
Bar25, 148.75502008032132
Bar26, 148.75502008032132
Bar27, 154.53815261044178
